disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
4492,10648,71401932.03,,71401932.03,491996129.1,486295400.45,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1767003.88,f0894705a5651cc83c683266f6dee7fc9f25462c,2023-11-02T05:42:36.831Z,db2afb2f-0f9b-4920-80e5-0622e502a91b
4493,2645,10396212.21,,10396212.21,197977251.01,185340751.3,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,0,e3e852c3573e6d34743f21b90c43329c3b27ee1d,2023-11-02T05:42:36.831Z,653521b1-e937-489a-bf7c-a87d99d80135
4494,18223,112437787.61,,112437787.61,842925226.8,830516696.4,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,3446340.53,e5daaedd5b2d40e13ba6af271fbd5b42b5c956d7,2023-11-02T05:42:36.831Z,4a5606d1-6be1-4585-95bb-57638ac870a0
4495,16,117129,,117129,52102569.46,49022423.64,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,238266.31,9424c99b8fafecc0c0a32693e05fd1af9935a060,2023-11-02T05:42:36.831Z,4b8d5d8e-e43b-488d-8bb9-35311d632d95
4496,9706,66077890.87,,66077890.87,2520343453.5,2388367360.47,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,6116374.41,b70298939bbb416c213638c2835c269120880df7,2023-11-02T05:42:36.831Z,600ae8ca-e39a-4fc1-be48-1964ffdcd8e1
4497,9771,70139325.84,,70139325.84,52437921.12,49149398.48,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,3392347.38,1ae29154aa0dc4f0c23fa063e26bf13a47498c0c,2023-11-02T05:42:36.831Z,4327d687-03c3-47c2-abc8-859b5032f7e1
4498,4295,22906164.38,,22906164.38,2046010495.22,2032640744.6,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,8354000.52,d1155d64676c36b889d393453dc4ee8a64dda78a,2023-11-02T05:42:36.831Z,e428e806-182e-4205-bdae-b4599293c03e
4499,2301,9942540.42,,9942540.42,1157679995.64,1132453747.67,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,3439973.87,3cd7b9ed9176bf4863ea93e3b4ef4a01ef205d20,2023-11-02T05:42:36.831Z,f4c15b78-fdde-45b0-8a28-f387d21be184
4500,4901,33769334.25,,33769334.25,906162549.61,873981270.54,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1045556.65,246675d5be1cecd5350c22855889fe9809f0fc3f,2023-11-02T05:42:36.831Z,f6e0ea48-c099-471a-8b98-c3fa39470504
4501,18436,126657989.29,,126657989.29,252146590.39,246596161.08,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1888831.24,76296390e167d60dabb0ed99d87492aeeaf30e2a,2023-11-02T05:42:36.831Z,6ef4af65-fb1a-476c-a3f1-3a7fcc3c3a28
4502,943,6358528.97,,6358528.97,984385697.18,970050435.66,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,8136476.68,9bd560318a0412b9aa6147d0d65b5d1f6606c764,2023-11-02T05:42:36.831Z,84e24ee8-8915-4382-8473-96bfc478101e
4503,10536,71187636.12,,71187636.12,11894084.74,11240090.31,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,935042.24,1a4023c2af2923b5fc99a10be0ec3007c8655ef2,2023-11-02T05:42:36.831Z,40f6faed-8e20-44a9-961d-58333a9703e5
4504,4422,28717065.89,,28717065.89,416834230.55,414061300.31,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,6256764.9,cbb756725f82ffe0b8a1a75b974d33f8c60f5553,2023-11-02T05:42:36.831Z,0a8b1c93-e7c4-41f9-bebf-b22ca4d4e257
4505,1670,11453858.92,,11453858.92,765502130.53,756181577.03,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1600967.69,9a915a9c05bcfbce7b4a5a7f752ab9f89cdd615e,2023-11-02T05:42:36.831Z,0ff4440a-3579-4cca-b2a3-7ae5b59fd8a4
4506,24990,165430566.69,,165430566.69,1342287823.66,1338010515.76,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,41125976.52,3dd8f865b7944a7de8665e0b83aeadbdea6c0118,2023-11-02T05:42:36.831Z,ed43d2a1-7819-4ac8-8c60-70c518387d32
4508,1351,6832907.57,,6832907.57,70256107.48,66635497.27,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,814175,2e429bb24b33e2e29bff7946e1e839f1a27c0302,2023-11-02T05:42:36.831Z,af9ea8e3-955f-4403-bbbc-71064cfacc16
4509,1419,10531733.17,,10531733.17,195094613.4,184235875.45,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,10222123.91,f8833cea9cd39ac7a0d107124f028b42ef879ee0,2023-11-02T05:42:36.831Z,d34f9004-4b2b-493a-8ab8-7de35449ffc3
4510,567,3302286.83,,3302286.83,308587068.44,300217928.85,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,3523655.95,7f73dc38621a870e990f5b443e0b711a547a8f8f,2023-11-02T05:42:36.831Z,a818e090-bb09-4955-93e7-e52047185a61
4511,21,113742.88,,113742.88,98164549.86,95347885.88,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,0,71bb5a2d63c65223561d4a319fe29dd9aed86ef8,2023-11-02T05:42:36.831Z,6b5a4d12-4db0-4748-927b-437e8823f1bb
4512,10702,71032673.47,,71032673.47,825977058.46,804325094.61,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,25950695,3886ff6141a6a7580de5843d72587c56707ec062,2023-11-02T05:42:36.831Z,9e2dbf0c-81db-4a76-be7a-9f59c99c4e20
4513,82,525304.98,,525304.98,157011675.32,151989505.36,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,0,f3b4778abf675a063458669565cd540a23961fdf,2023-11-02T05:42:36.831Z,ffad9e57-2816-404d-8be1-58e4d139ab92
4514,14678,98739950.4,,98739950.4,341484657.16,340796879.69,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,0,6cba57bfeb9ce5bcf67fed01dcc5a8014c9b3c01,2023-11-02T05:42:36.831Z,10293680-9180-42e7-a0e5-c9f3e6df421e
4515,10728,74327593.16,,74327593.16,132016635.38,130268538.82,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1596858.23,1770a73aeedde10d8e1738216d1471ffdb6de1bb,2023-11-02T05:42:36.831Z,117a0344-61b8-4b20-9634-9358280579f3
4516,1039,6019502.95,,6019502.95,286505568.68,278962732.95,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,254706.27,2d1f88186e96d3a7a9de0e8dbb3399b3e6727025,2023-11-02T05:42:36.831Z,97848708-e8e3-4b38-ae93-1b745679e927
4517,4110,27675804.55,,27675804.55,176469500.17,172324401.58,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1923176.88,c8150ea6d8c80ded1c8e63fbdd375dc767d2a1b0,2023-11-02T05:42:36.831Z,6e1510f8-12e0-45d0-ac69-95f4f18bddb0
4518,5288,32613633.49,,32613633.49,205423945.04,203473719.89,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,2478806.22,7a3bb9fd27ccc86ad2ca51ab5f2490ddfb7458d8,2023-11-02T05:42:36.831Z,dda11f59-ab03-4a24-a8e3-693cb057744b
4519,165,2242253.35,2069844.91,172408.44,5211308.74,436586.61,4224689.69,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,2818297,cedf0dcddece228bc2f8a7b9015cfb61719cdd37,2023-11-02T05:42:36.831Z,b3a29480-6231-43cd-ac2f-77086809634b
4520,8385,55586908.55,,55586908.55,708091892.14,707461600.82,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,6274388.42,c78de1e9964dc98ba4530c5154111aaffc207b69,2023-11-02T05:42:36.831Z,233b0ae9-81c2-43c4-a5b3-d3e7ee899fe4
4521,2317,15993793.46,,15993793.46,281829946.43,273473597.98,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1092039.79,fa34099365517553f58159573da48b58c1afd19a,2023-11-02T05:42:36.831Z,52a7a611-11eb-42b3-abd9-9d80fa328030
4522,1076,5796823.74,,5796823.74,305506284.91,301556573.39,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,879393.06,64b90849c3b369a0bc483312c3c3e311035909b9,2023-11-02T05:42:36.831Z,633e7d40-919f-448a-8192-b48c6c9d0182
4523,4430,22798991.44,,22798991.44,150856024.24,142237479.89,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1445595.35,b4da498c30f863ac65b1a8d04aa634d1c2b235b9,2023-11-02T05:42:36.831Z,c4142052-8b72-4854-9d1c-8bdced019e8b
4524,8853,42536743.96,,42536743.96,258513846.06,246244382.57,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,143136,a735c2c25e868f91bc1f62d6c04e322ddde4ae3b,2023-11-02T05:42:36.831Z,54a4c4b0-2567-437d-9c27-910f90fcf5d4
4525,2282,15509648.71,,15509648.71,387883155.35,383876307.89,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,6853405.18,cda6b498e23872d7af88576c6dcb78da13128821,2023-11-02T05:42:36.831Z,440991e6-6e19-471f-abf4-006e9a6896bd
4526,1423,9254845.83,,9254845.83,224437535.05,211703117.96,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1692456.17,a9f80639b55485e8fd94749000dc0be8f0d4b940,2023-11-02T05:42:36.831Z,dc81c566-c477-464e-b1e4-e7775ffb9228
4527,1325,9557691.72,,9557691.72,20547852.92,20470036.2,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,126795.33,73cc6185d34da1c75f76f1edb7fd3b3f4abddc18,2023-11-02T05:42:36.831Z,9e45e357-333e-4918-a85a-d4466180c625
4528,7462,50548095.45,,50548095.45,327802393.52,313234383.43,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1670754.51,050d7361db87caea64c1c07cd89402682c039ddb,2023-11-02T05:42:36.831Z,65929da6-ef3d-4867-b1fb-f0e3342b76dc
4529,3077,16118778.58,,16118778.58,300856521.17,300601949.25,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,950408.27,9c8256e0ce95b0253d82f3cf20dfcd7603d6a316,2023-11-02T05:42:36.831Z,86be10b4-67cf-41ab-be46-91750aee180e
4530,7525,46586505.88,,46586505.88,85121210.53,83797643.99,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,2373031.2,26adf5bf810329d89440431237cad7b7147f408b,2023-11-02T05:42:36.831Z,914339d3-c160-4a6b-87e8-7884c51119c9
4531,5294,35484013.83,,35484013.83,468108393.18,465121698.65,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,14036474.31,d6ec84da47aff30614d53f1ae782c5c9ddeec916,2023-11-02T05:42:36.831Z,ec9970b8-a1a1-478a-bc89-2e1c29e50b0e
4532,255,1397590.06,,1397590.06,526004899.33,494392877.05,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,3193285.2,902f5b1032659f26f6d9d406f65d0fb585e05517,2023-11-02T05:42:36.831Z,f17ef1a0-02f3-4168-83fd-570febc1d464
4533,364,1780202.19,,1780202.19,466786314.42,452876653.08,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,0,4d60615643510814eca84f8d1df6078b06ae0884,2023-11-02T05:42:36.831Z,f1842886-515f-471d-a46d-91ad4e7d02e2
4534,1876,10285891.91,,10285891.91,229235412.77,228869504.31,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,172410.01,70aa0282bea24046fb6ea4b16e7355ccda6e0dc6,2023-11-02T05:42:36.831Z,a5ebfd69-4f3e-4f89-8a6e-0b7a85b12f62
4535,719,3888680.76,,3888680.76,84284213.71,78907676.22,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,333276.91,376524d0d7b5004e0ab91229607e0ba210e8b25f,2023-11-02T05:42:36.831Z,1197f00e-44dd-4cb2-9193-f1da1c6330c3
4536,1103,7210690.02,6008813.92,1201876.1,34692902.94,22862272.41,10529140.57,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1646602.43,0c63e2156bc41cd4fb10536e5fb648f756fe0a55,2023-11-02T05:42:36.831Z,191f4266-71fd-4fa6-bfa0-1038d62a7955
4538,,,,,8987074.26,1603748.81,6737623.31,2023-11-02T00:00:00.000Z,,1736657.98,41d41012d795c5b85af098c198d2f7bf3e0a936d,2023-11-02T04:02:44.321Z,59cbacf9-78af-40a2-a8ec-4ec1ad40e7e6
4539,,,,,37304431.1,2740005.33,33748562.56,2023-11-02T00:00:00.000Z,,4741267.5,72be8432111b91b1aef47670c81777c22a8443fa,2023-11-02T04:02:44.321Z,e67771da-6c8d-4d8f-847f-e95a51211e26
4540,,,,,71910306.68,620490.23,67871133.43,2023-11-02T00:00:00.000Z,,9157318.44,beb241f45eea7c43bda72ad4b8b085bde8640c45,2023-11-02T04:02:44.321Z,8b26b4ea-c238-4211-a9a2-a7895cdb33a5
4537,11,48652.35,,48652.35,15338178.94,14674523.87,,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,672595,d3fb0377101a9b4b5175ce16fe7472bc43fecd4c,2023-11-02T05:42:36.831Z,27f0776f-ac85-4213-be7b-ffc8f31a975a
4541,383,1867604.07,1535767.08,331836.99,54695393,18565744.34,34812046.28,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,3208183.6,efc845c5213ea4eb73afa0a06bf857cfddd996b9,2023-11-02T05:42:36.831Z,c859de75-bbe5-4cea-81d0-805e50d238d0
4543,,,,,14422290.61,978863.96,11797017.07,2023-11-02T00:00:00.000Z,,2506679.8,54cc7edfd0fe02df70ddbe7c5c7d41c3ba755b19,2023-11-02T04:02:44.321Z,0893bc0c-cd5f-4f3b-aa66-8b9d3177bea0
4544,,,,,3898006.13,1083503.97,2372072.09,2023-11-02T00:00:00.000Z,,727715.55,81caac4b9f67f0d1330495d9fb54759e326d67ed,2023-11-02T04:02:44.321Z,46cd652d-fadf-4a61-8c7a-8cf28675e441
4545,,,,,1809645.12,1809645.12,,2023-11-02T00:00:00.000Z,,0,0f931ee0f47cac06d79da6b3115b2130e60fbff1,2023-11-02T04:02:44.321Z,69aef6c9-2684-428f-95a5-5c5d34713fa3
4546,,,,,12272391.71,431104.04,10791545.91,2023-11-02T00:00:00.000Z,,355190.5,8a4fb3097850176d7d3efcb379da93f82819dbcc,2023-11-02T04:02:44.321Z,775bb743-3152-406b-be49-e6a0fd4bf7fe
4542,1089,5569334.41,4951128.84,618205.57,18429003.41,13568210.73,3721958.45,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,2196778.22,1c199189389d02c9ee20f765b681934cfba6d809,2023-11-02T05:42:36.831Z,1337a11b-4cbf-4ab0-b53b-78b1a88dd6af
4547,2767,30598662.86,29115555.13,1483107.73,29253750.38,9159899.54,17779904.85,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,5392306.88,e080b55c272ee2c44c63ff0c5450e1280d06e785,2023-11-02T05:42:36.831Z,eda26c44-2e7d-4e4a-b0a5-50a672056a8d
4549,,,,,1120706.77,458138.1,581692.92,2023-11-02T00:00:00.000Z,,0,0c7dee6fcff05fd7deb205b382691e5b5b41c5bb,2023-11-02T04:02:44.321Z,11a57500-f511-4f6a-9ab9-0cb7e29469f8
4550,,,,,11135469.81,2563454.73,7596809.98,2023-11-02T00:00:00.000Z,,121610.23,9c1414ad5d953423d84d81240c92b9ffd38a1f84,2023-11-02T04:02:44.321Z,21814e54-9c70-467f-a700-76c94fc4ed76
4551,,,,,8948329.23,5946263.27,2340743.39,2023-11-02T00:00:00.000Z,,455796.57,829a4c8daeb483ff1049967c9fb1012605545e32,2023-11-02T04:02:44.321Z,b9818f0a-137a-45ed-8283-a906b2f86cd4
4552,,,,,8944349.26,650161.68,7458978.27,2023-11-02T00:00:00.000Z,,1780770.68,78fddee4b71efa5d093a64e54afec6449194c306,2023-11-02T04:02:44.321Z,c0325bff-a865-4458-9da4-5ec7d2b694f6
4553,,,,,10899964.34,1655096.77,8097739.01,2023-11-02T00:00:00.000Z,,1482076.19,832bbaa0ee2cf08dc573130e589e8e8233aebe0e,2023-11-02T04:02:44.321Z,da6e7ae6-32b6-4dde-b14e-2ff898d48497
4554,,,,,8989180.07,2917697.27,5145523.16,2023-11-02T00:00:00.000Z,,642781.69,f2486d0607cb47244b6a702a765de1092a578d7b,2023-11-02T04:02:44.321Z,91995f9c-3f6e-40da-bcc4-f86bd56dc922
4555,,,,,5913270.1,1741710.44,3486883.88,2023-11-02T00:00:00.000Z,,148805,8c6b5960287bd015f8098284a24dd57b06c2816d,2023-11-02T04:02:44.321Z,18defc24-97fb-45b8-9357-1c7080bae261
4556,,,,,9734888.54,1926523.85,7134382.01,2023-11-02T00:00:00.000Z,,457024.76,bf6c1521cce49b702053b2647563c9466e23ce45,2023-11-02T04:02:44.321Z,e18345a2-d6e3-455a-842c-b17dc4bf378f
4548,285,1089134.7,1082812.86,6321.84,24572131.31,568345.64,22433507.22,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,733962,57b53f9eef2f172d8ad6705f5693198da8274e3c,2023-11-02T05:42:36.831Z,463adcee-0024-420b-b83c-b7d740a67cdb
4557,3092,11423336.69,8178199.02,3245137.67,195645059.69,160801847.97,24947519.06,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,38648306.17,8369ebdbfb3ed14aeebaabf36f3ab8593311cab2,2023-11-02T05:42:36.831Z,6fd45ac9-3b5f-4110-affb-8cca2dff2cbe
4558,2912,23331578.62,18484122.4,4847456.22,479396968.91,347710390.85,91511118.79,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,40450838.57,342c6e334c2502fb6a5178bb654996aeeaec5712,2023-11-02T05:42:36.831Z,dfd0854e-3f40-44a1-931f-366f255373b6
4561,,,,,1219862.52,963542.16,168289.04,2023-11-02T00:00:00.000Z,,0,3cc81f7ab65ca60c6bc8fbc360daca97e6091365,2023-11-02T04:02:44.321Z,39c5cc38-f1b2-4864-a438-107a1bab1e18
4559,76134,242700827.1,172721058.31,69979768.79,2456790603.11,1329682334.65,1046700724.2,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,47915576.24,eb694dbb3193a0d5c72cfd3b55abbf488f6182c5,2023-11-02T05:42:36.831Z,1fe9f3af-96f3-4dda-8f29-2ba067752a00
4560,309,1326459.25,750166.22,576293.03,,,,,2023-11-02T00:00:00.000Z,42000,281f5d48874f2a8bfe99bc7aa8941fbab7eef8b6,2023-11-02T05:42:36.831Z,324cf74c-a871-4606-8aca-7e4be42694e4
4562,3259,39025761.79,31512147.99,7513613.8,524742246.62,388889631.8,89573071.05,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,14619686.99,da5eeaa7fc6d1b7354a663662bc28feb9f8fa239,2023-11-02T05:42:36.831Z,24e9301f-79db-4b4f-864a-a08f55a428df
4565,,,,,2573886,11272.5,2322226.82,2023-11-02T00:00:00.000Z,,364010.82,e38b9834a41ee68a2929b665bfa1ae133745ae70,2023-11-02T04:02:44.321Z,790686e0-ea81-4a1c-adc2-59ac35229b04
4567,,,,,406161677.37,80371808.95,281475121.9,2023-11-02T00:00:00.000Z,,11324502.48,4ac2d3921d17a64d5826520e02e4fd9f21f1c11c,2023-11-02T04:02:44.321Z,4d2d8f9e-8f3b-43ce-8a3e-344badeea76b
4568,,,,,29375344.19,14715075.3,12313783.41,2023-11-02T00:00:00.000Z,,1641180.56,10c14ab966e2f076bfce49fc1a5b6ac51beae54c,2023-11-02T04:02:44.321Z,ade4a16a-30b0-48e9-95c8-e5a3cfbe30e1
4563,22779,96549405.07,71671516.92,24877888.15,272448088.42,174494629.2,76505025.12,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,663676.99,244099596a5cec62292414ae3dec995e016aca46,2023-11-02T05:42:36.831Z,5f257415-9e25-485b-8b7b-b918df3a9b1b
4564,8558,37688066.27,29679108.25,8008958.02,180777693.81,112094408.17,58432400.5,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,32905933.09,762c6a0c13aa450db2326f0fb72a7f544f2d471a,2023-11-02T05:42:36.831Z,b505f6f0-f80a-41b8-b631-98f7daac4389
4572,,,,,64760122.16,43287757.17,16383697.75,2023-11-02T00:00:00.000Z,,2457774.54,2c6cbfdf153a92853693a7c2b28147965bd746ac,2023-11-02T04:02:44.321Z,f6ed7e7d-d13b-4533-bcc4-9baa15d7884b
4569,362,5611101.61,4390958.02,1220143.59,199639609.01,181103156.77,6154270.33,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,13392395.83,337ce945c628f1ab5be2a23ec24d9240a6bbd7d6,2023-11-02T05:42:36.831Z,16a993fa-d4b0-4305-acfd-75acf769b6ce
4574,,,,,41165191.06,26800945.57,10260086.07,2023-11-02T00:00:00.000Z,,609850.64,0529b5513e751149bc15e452d5d3a0c756082ee4,2023-11-02T04:02:44.321Z,2e54e3ec-116d-4550-ac09-b302fda3db68
4575,,,,,110499694.99,73139863.75,34499217.92,2023-11-02T00:00:00.000Z,,4962498.83,674f33fbcafb1c739cdb0c0ee6666fd02d994ede,2023-11-02T04:02:44.321Z,ad969c24-9e26-4deb-9887-9995b9143ac9
4570,11555,46854634.22,35882461.82,10972172.4,112656104.25,64934551.84,42553924.72,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,3755365.65,d5549969b2df654d50e630ea857c290ba1e8f264,2023-11-02T05:42:36.831Z,b464962f-22bf-4462-9790-fe9559e29b0b
4571,83,346304.76,186566.04,159738.72,,,,,2023-11-02T00:00:00.000Z,0,ecb7cb0c8f2a1ab2b7d6f806029167ed58fcab6b,2023-11-02T05:42:36.831Z,4d21ea00-6dcc-48f1-8c30-44a67e110f2e
4578,,,,,10031186.26,7653954.23,1652381.68,2023-11-02T00:00:00.000Z,,1141887.14,2e6968a81d089b8539fa565efe7273ab6b46329b,2023-11-02T04:02:44.321Z,8fc2a377-72f4-4ffe-af2a-367e66c41c72
4579,,,,,13231743.34,3182067.01,8848252.61,2023-11-02T00:00:00.000Z,,558290.78,2e0f2c5ffa953460e0256ec83a489895b3a63bc6,2023-11-02T04:02:44.321Z,a251622f-a362-4ca4-94d5-b30176c382f4
4580,,,,,38252598.51,35100608.39,2226587.62,2023-11-02T00:00:00.000Z,,1122162.41,a82b19b9e5aefd6aa2f6e5b66a3fcfc79e1b2ac3,2023-11-02T04:02:44.321Z,4e60ca95-7fde-4767-b1e9-9c9e0b3f99f3
4581,,,,,42228444.34,25946636.3,12366060.79,2023-11-02T00:00:00.000Z,,913878.6,ee0d3d348c72f84a0fda32758681c5a99d59205e,2023-11-02T04:02:44.321Z,a1743229-27e4-4579-8dde-c61f1dc87b87
4573,8941,30416884.58,20948170.93,9468713.65,59419241.49,39983155.78,16818273.39,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,250265.7,737b2124e6392dd063a0cfd260854d3d9f38cb52,2023-11-02T05:42:36.831Z,f0131809-72de-4ef0-a571-3efe392922e5
4582,,,,,454701.81,454701.81,,2023-11-02T00:00:00.000Z,,0,265d894f979a0d544d5593d3b337577887aba76b,2023-11-02T04:02:44.321Z,5305a0c0-4f08-4ffb-92df-1b6780ba7ca3
4583,,,,,13696977.59,1157604.68,11696876.33,2023-11-02T00:00:00.000Z,,1703690.13,2a3838812ff6c8ab3017c21f8d39e0546e8e3fc6,2023-11-02T04:02:44.321Z,3c410c78-5112-41e2-937d-f96b623517f5
4584,,,,,36827441.68,10994282.76,25028770.74,2023-11-02T00:00:00.000Z,,893879.67,4c7d992065875454170b4b12d7023b43be7d6794,2023-11-02T04:02:44.321Z,23b39fe3-4a01-48c3-8caf-a3d7e635f840
4585,,,,,32284924.01,1371959.12,30800040.52,2023-11-02T00:00:00.000Z,,0,9fe10bfd09685094035ba35862ce9980f2ac9fc1,2023-11-02T04:02:44.321Z,57800bda-4250-4016-abc1-782bf6b54b00
4576,5393,21230957.65,17928588.24,3302369.41,115979958.23,55355235.86,55715150.86,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,1349228.7,b4691c50a76c63ad149c1866efa80a524aee3340,2023-11-02T05:42:36.831Z,1ccb2c84-e8e0-413a-8b2b-56aab5d712cb
4577,3908,13555380.43,11417602.54,2137777.89,55884431.63,33522207.91,18726437.02,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,4163328,4725f07b3106b9bd99159609c773f91e2f3ea80c,2023-11-02T05:42:36.831Z,57e30c28-59f7-4e48-ae66-62d555682e93
4588,,,,,30579942.24,894353.5,27228223.77,2023-11-02T00:00:00.000Z,,530781.87,f4ff5f6de60f13ad8c364550d416abfaf0305868,2023-11-02T04:02:44.321Z,fed36f52-1c6d-40ff-83d9-ae356a65691b
4589,,,,,13898242.18,1463860.02,12063524.66,2023-11-02T00:00:00.000Z,,705947.06,81b152b1d8aa146ba73173ff2bc7d6e8db1a7482,2023-11-02T04:02:44.321Z,4e583378-f575-40d7-b247-723ae1561e7a
4586,60329,202942853.81,182111272.91,20831580.9,98702025.68,52210405.92,41219249.74,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,7051461.94,3fee8c85c88bda9501a412296c1da7a325446f86,2023-11-02T05:42:36.831Z,0925801e-2251-490e-9e28-912b36d3b6a7
4591,,,,,2445957.06,2445957.06,,2023-11-02T00:00:00.000Z,,0,724e75cac74d4f653f1ce4503bf44cc29b94fe5b,2023-11-02T04:02:44.321Z,6a8c7120-104d-4e38-afb4-8295da05093c
4592,,,,,76756192.45,44428477.49,24612272.82,2023-11-02T00:00:00.000Z,,2708163.65,dcd6ac10369d15ae4d5f96e643f174703729caaa,2023-11-02T04:02:44.321Z,a09a03e0-ac2b-4f48-af4c-523d2c7e95bc
4593,,,,,11712506.52,1943568.84,8944820.38,2023-11-02T00:00:00.000Z,,3301155.39,f763ba99fc61beff1e3adf15291e800eaae719ae,2023-11-02T04:02:44.321Z,ba2b8f2e-732f-4c05-abbc-1852ddfdf2b4
4594,,,,,16498761.08,2829590.01,12855274.15,2023-11-02T00:00:00.000Z,,56025,1292d10a641f2b028b5cdff69b78c53648d5f088,2023-11-02T04:02:44.321Z,cd578092-9bac-4cdf-aee1-506a98aed13e
4587,1205,3433087.72,2882946.5,550141.22,3794782.24,1909158.23,1394293.29,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,936597.95,741940bd521bd987a48bb3c0be624d3adb511a56,2023-11-02T05:42:36.831Z,f1b73f21-1d16-4eaf-a586-69ce4fefa96c
4590,3052,8208404.49,6773869.08,1434535.41,31871056.89,22660541.99,7434726.79,2023-11-02T00:00:00.000Z,2023-11-02T00:00:00.000Z,828545.87,d359f9f7f8768f2769a9ca7e64ccb9abba12dbec,2023-11-02T05:42:36.831Z,201b7a69-db86-4f4d-a267-0e8bb25a48c7
4597,,,,,15829403.88,12864798.39,1467828.41,2023-11-02T00:00:00.000Z,,1541757.02,c734e73e708e824700a0438863da3cde01e143a9,2023-11-02T04:02:44.321Z,a10d75a0-4080-48ee-a78f-edd79f8ec3b0
